UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PEP3385	Mebale, Chantal				Mebale, Chantal				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3386	Mebarki, Mohamed				Mebarki, Mohamed				Individual/pep				PEP		NHNN																Algeria										NHNN											
PEP3387	Medialdea, Salvador				Medialdea, Salvador				Individual/pep				PEP		NHNN																Philippines										NHNN											
PEP3388	Medina Sanchez, Danilo				Medina Sanchez, Danilo				Individual/pep				PEP		NHNN																Dominican Republic										NHNN											
PEP3389	Medina Villaveiran, Ernesto				Medina Villaveiran, Ernesto				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP3390	Medinskiy, Vladimir Rostislavovich				Medinskiy, Vladimir Rostislavovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP3391	Medved, Tomislav				Medved, Tomislav				Individual/pep				PEP		NHNN																Croatia										NHNN											
PEP3392	Medvedev, Dmitriy Anatolyevich				Medvedev, Dmitriy Anatolyevich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP3393	Meili, Victor Graye				Meili, Victor Graye				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3394	Meirelles, Henrique				Meirelles, Henrique				Individual/pep				PEP		NHNN																Brazil										NHNN											
PEP3395	Meisch, Claude				Meisch, Claude				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP3396	Meisch, Claude				Meisch, Claude				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP3397	Mejia Velez, Maria Emma				Mejia Velez, Maria Emma				Individual/pep				PEP		NHNN																Colombia										NHNN											
PEP3398	Mekamane, Denise				Mekamane, Denise				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3399	Mekamane, Denise				Mekamane, Denise				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3400	Mektic, Dragan				Mektic, Dragan				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP3401	Mekuria Haile				Mekuria Haile				Individual/pep				PEP		NHNN																Ethiopia										NHNN											
PEP3402	Melbarde, Dace				Melbarde, Dace				Individual/pep				PEP		NHNN																Latvia										NHNN											
PEP3403	Melendez, Carmen				Melendez, Carmen				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3404	Mema, Lemine Mint				Mema, Lemine Mint				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP3405	Men Sam An				Men Sam An				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP3406	Men Sam An				Men Sam An				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP3407	Men, Mikhail Aleksandrovich				Men, Mikhail Aleksandrovich				Individual/pep				PEP		NHNN																Russia										NHNN											
PEP3408	Menacho Diederich, Pablo				Menacho Diederich, Pablo				Individual/pep				PEP		NHNN																Bolivia										NHNN											
PEP3409	Menan, Kodjo				Menan, Kodjo				Individual/pep				PEP		NHNN																Togo										NHNN											
PEP3410	Mende Omalanga, Lambert				Mende Omalanga, Lambert				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP3411	Mendes, Valentina				Mendes, Valentina				Individual/pep				PEP		NHNN																Guinea-Bissau										NHNN											
PEP3412	Mendez De Vigo Y Montojo, Inigo				Mendez De Vigo Y Montojo, Inigo				Individual/pep				PEP		NHNN																Spain										NHNN											
PEP3413	Mendez, Mario Estuardo				Mendez, Mario Estuardo				Individual/pep				PEP		NHNN																Guatemala										NHNN											
PEP3414	Mendonca E Moura, Alvaro Jose Costa de				Mendonca E Moura, Alvaro Jose Costa de				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP3415	Mendonca, Grace				Mendonca, Grace				Individual/pep				PEP		NHNN																Brazil										NHNN											
PEP3416	Mendoza Garcia, Juan Carlos				Mendoza Garcia, Juan Carlos				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP3417	Menendez, Ricardo				Menendez, Ricardo				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3418	Mengot, Victor				Mengot, Victor				Individual/pep				PEP		NHNN																Cameroon										NHNN											
PEP3419	Menjivar, Violeta				Menjivar, Violeta				Individual/pep				PEP		NHNN																El Salvador										NHNN											
PEP3420	Menon, Rashed Khan				Menon, Rashed Khan				Individual/pep				PEP		NHNN																Bangladesh										NHNN											
PEP3421	Merai, Samira				Merai, Samira				Individual/pep				PEP		NHNN																Tunisia										NHNN											
PEP3422	Mercado, Mai				Mercado, Mai				Individual/pep				PEP		NHNN																Denmark										NHNN											
PEP3423	Meredith, Fonotoe Pierre Lauofo				Meredith, Fonotoe Pierre Lauofo				Individual/pep				PEP		NHNN																Samoa										NHNN											
PEP3424	Meredith, Fonotoe Pierre Lauofo				Meredith, Fonotoe Pierre Lauofo				Individual/pep				PEP		NHNN																Samoa										NHNN											
PEP3425	Meredow, Myratgeldi				Meredow, Myratgeldi				Individual/pep				PEP		NHNN																Turkmenistan										NHNN											
PEP3426	Meredow, Rasit				Meredow, Rasit				Individual/pep				PEP		NHNN																Turkmenistan										NHNN											
PEP3427	Meredow, Rasit				Meredow, Rasit				Individual/pep				PEP		NHNN																Turkmenistan										NHNN											
PEP3428	Meriton, Vincent				Meriton, Vincent				Individual/pep				PEP		NHNN																Seychelles										NHNN											
PEP3429	Merkel, Angela				Merkel, Angela				Individual/pep				PEP		NHNN																Germany										NHNN											
PEP3430	Mesa Ramos, Maimir				Mesa Ramos, Maimir				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP3431	Mesa Villafana, Rene				Mesa Villafana, Rene				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP3432	Meslem, Mounia				Meslem, Mounia				Individual/pep				PEP		NHNN																Algeria										NHNN											
PEP3433	Mesquita, Carlos				Mesquita, Carlos				Individual/pep				PEP		NHNN																Mozambique										NHNN											
PEP3434	Messahel, Abdelkader				Messahel, Abdelkader				Individual/pep				PEP		NHNN																Algeria										NHNN											
PEP3435	Messone, Noel Nelson				Messone, Noel Nelson				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3436	Mete, Obuto Issac Mamour				Mete, Obuto Issac Mamour				Individual/pep				PEP		NHNN																South Sudan										NHNN											
PEP3437	Metsing, Mothejoa				Metsing, Mothejoa				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3438	Metsing, Mothejoa				Metsing, Mothejoa				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP3439	Mewa, Aston				Mewa, Aston				Individual/pep				PEP		NHNN																Solomon Islands										NHNN											
PEP3440	Mey, Alamine Ousmane				Mey, Alamine Ousmane				Individual/pep				PEP		NHNN																Cameroon										NHNN											
PEP3441	Meyer, Martin				Meyer, Martin				Individual/pep				PEP		NHNN																Liechtenstein										NHNN											
PEP3442	Meyer, Martin				Meyer, Martin				Individual/pep				PEP		NHNN																Liechtenstein										NHNN											
PEP3443	Meyer, Martin				Meyer, Martin				Individual/pep				PEP		NHNN																Liechtenstein										NHNN											
PEP3444	Meyer, Martin				Meyer, Martin				Individual/pep				PEP		NHNN																Liechtenstein										NHNN											
PEP3445	Meza-Cuadra Velasquez, Gustavo				Meza-Cuadra Velasquez, Gustavo				Individual/pep				PEP		NHNN																Peru										NHNN											
PEP3446	Mezouar, Salaheddine				Mezouar, Salaheddine				Individual/pep				PEP		NHNN																Morocco										NHNN											
PEP3447	Mfoumou Ondo, Flavienne				Mfoumou Ondo, Flavienne				Individual/pep				PEP		NHNN																Gabon										NHNN											
PEP3448	Mgebrishvili, Giorgi				Mgebrishvili, Giorgi				Individual/pep				PEP		NHNN																Georgia										NHNN											
PEP3449	Mhango, Jappie				Mhango, Jappie				Individual/pep				PEP		NHNN																Malawi										NHNN											
PEP3450	Mhura, Necton Darlington				Mhura, Necton Darlington				Individual/pep				PEP		NHNN																Malawi										NHNN											
PEP3451	Miao Wei				Miao Wei				Individual/pep				PEP		NHNN																China										NHNN											
PEP3452	Miarom, Betel				Miarom, Betel				Individual/pep				PEP		NHNN																Chad										NHNN											
PEP3453	Micah, Ben				Micah, Ben				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3454	Micallef, Marisa				Micallef, Marisa				Individual/pep				PEP		NHNN																Malta										NHNN											
PEP3455	Michael, Asot Anthony				Michael, Asot Anthony				Individual/pep				PEP		NHNN																Antigua and Barbuda										NHNN											
PEP3456	Michael, Kamran				Michael, Kamran				Individual/pep				PEP		NHNN																Pakistan										NHNN											
PEP3457	Michel, Charles Yvon				Michel, Charles Yvon				Individual/pep				PEP		NHNN																Belgium										NHNN											
PEP3458	Michetti, Gabriela				Michetti, Gabriela				Individual/pep				PEP		NHNN																Argentina										NHNN											
PEP3459	Mickovski, Goran				Mickovski, Goran				Individual/pep				PEP		NHNN																Macedonia										NHNN											
PEP3460	Micolo, Rosa Luis de Sousa				Micolo, Rosa Luis de Sousa				Individual/pep				PEP		NHNN																Angola										NHNN											
PEP3461	Mifumu, Hernes Ela				Mifumu, Hernes Ela				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3462	Migan, Assetou Foune Samake				Migan, Assetou Foune Samake				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP3463	Miguel, Girlyn				Miguel, Girlyn				Individual/pep				PEP		NHNN																Saint Vincent and the Grenadines										NHNN											
PEP3464	Miguel, Girlyn				Miguel, Girlyn				Individual/pep				PEP		NHNN																Saint Vincent and the Grenadines										NHNN											
PEP3465	Mihajlovic, Zorana				Mihajlovic, Zorana				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP3466	Mihajlovic, Zorana				Mihajlovic, Zorana				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP3467	Mihoubi, Azzedine				Mihoubi, Azzedine				Individual/pep				PEP		NHNN																Algeria										NHNN											
PEP3468	Mihychuk, MaryAnn				Mihychuk, MaryAnn				Individual/pep				PEP		NHNN																Canada										NHNN											
PEP3469	Mikkelsen, Brian				Mikkelsen, Brian				Individual/pep				PEP		NHNN																Denmark										NHNN											
PEP3470	Mikolo, Jacqueline Lydia				Mikolo, Jacqueline Lydia				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP3471	Mikser, Sven				Mikser, Sven				Individual/pep				PEP		NHNN																Estonia										NHNN											
PEP3472	Milam Tang, Ignacio				Milam Tang, Ignacio				Individual/pep				PEP		NHNN																Equatorial Guinea										NHNN											
PEP3473	Milanovic, Milan				Milanovic, Milan				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP3474	Milicevic, Jelka				Milicevic, Jelka				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3475	Milicevic, Jelka				Milicevic, Jelka				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Federation Govt.										NHNN											
PEP3476	Milla Reyes, Jorge Alberto				Milla Reyes, Jorge Alberto				Individual/pep				PEP		NHNN																Honduras										NHNN											
PEP3477	Mills Jones, Joseph				Mills Jones, Joseph				Individual/pep				PEP		NHNN																Liberia										NHNN											
PEP3478	Minah, Vandi Chidi				Minah, Vandi Chidi				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP3479	Minasyan, Artsvik				Minasyan, Artsvik				Individual/pep				PEP		NHNN																Armenia										NHNN											
PEP3480	Minaya Contreras, Jorge Felix				Minaya Contreras, Jorge Felix				Individual/pep				PEP		NHNN																Dominican Republic										NHNN											
PEP3481	Minniti, Marco				Minniti, Marco				Individual/pep				PEP		NHNN																Italy										NHNN											
PEP3482	Minovski, Kiril				Minovski, Kiril				Individual/pep				PEP		NHNN																Macedonia										NHNN											
PEP3483	Mirabal Acosta, Roberto				Mirabal Acosta, Roberto				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP3484	Miranda Nava, Luis Enrique				Miranda Nava, Luis Enrique				Individual/pep				PEP		NHNN																Mexico										NHNN											
PEP3485	Mirghani Hussayn, Ammar				Mirghani Hussayn, Ammar				Individual/pep				PEP		NHNN																Sudan										NHNN											
PEP3486	Miringtoro, Jimmy				Miringtoro, Jimmy				Individual/pep				PEP		NHNN																Papua New Guinea										NHNN											
PEP3487	Mirjanic, Stevo				Mirjanic, Stevo				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Republika Srpska Govt.										NHNN											
PEP3488	Mirpuri, Ashok Kumar				Mirpuri, Ashok Kumar				Individual/pep				PEP		NHNN																Singapore										NHNN											
PEP3489	Mirza, Abd al-Husayn				Mirza, Abd al-Husayn				Individual/pep				PEP		NHNN																Bahrain										NHNN											
PEP3490	Mirziyoyev, Shavkat				Mirziyoyev, Shavkat				Individual/pep				PEP		NHNN																Uzbekistan										NHNN											
PEP3491	Mirziyoyev, Shavkat				Mirziyoyev, Shavkat				Individual/pep				PEP		NHNN																Uzbekistan										NHNN											
PEP3492	Mirzo, Sherali				Mirzo, Sherali				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP3493	Mirzohidov, Xurshid				Mirzohidov, Xurshid				Individual/pep				PEP		NHNN																Uzbekistan										NHNN											
PEP3494	Misajlovski, Vlado				Misajlovski, Vlado				Individual/pep				PEP		NHNN																Macedonia										NHNN											
PEP3495	Mishra, Kalraj				Mishra, Kalraj				Individual/pep				PEP		NHNN																India										NHNN											
PEP3496	Misiunas, Eimutis				Misiunas, Eimutis				Individual/pep				PEP		NHNN																Lithuania										NHNN											
PEP3497	Miskin, Michael				Miskin, Michael				Individual/pep				PEP		NHNN																Suriname										NHNN											
